optim,kinit,batch_size,epoch,act,num_nodes,H_layer,metric,loss,lr,pool_size,regularizer_val,NN_variant,filt_size,stride,norm_out
SGD,glorot_normal,128,50,sigmoid,32,1,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,32,1,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,32,1,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,32,1,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,32,1,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,32,1,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,32,1,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,32,1,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,32,1,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,32,1,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,32,2,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,64,1,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,50,sigmoid,64,2,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,32,1,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,32,1,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,32,1,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,32,1,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,32,1,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,32,1,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,32,1,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,32,1,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,32,1,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,32,1,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,32,1,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,32,1,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,32,1,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,32,1,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,32,1,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,32,1,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,32,2,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,32,2,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,32,2,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,32,2,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,32,2,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,32,2,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,32,2,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,32,2,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,32,2,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,32,2,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,32,2,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,32,2,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,32,2,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,32,2,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,32,2,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,32,2,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,64,1,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,64,1,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,64,1,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,64,1,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,64,1,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,64,1,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,64,1,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,64,1,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,64,1,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,64,1,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,64,1,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,64,1,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,64,1,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,64,1,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,64,1,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,64,1,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,64,2,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,64,2,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,64,2,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,64,2,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,64,2,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,64,2,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,64,2,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,64,2,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,64,2,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,64,2,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,64,2,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,64,2,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,relu,64,2,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,relu,64,2,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,relu,64,2,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,relu,64,2,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,32,1,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,32,1,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,32,1,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,32,1,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,32,1,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,32,1,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,32,1,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,32,1,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,32,1,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,32,1,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,32,1,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,32,1,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,32,1,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,32,1,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,32,1,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,32,1,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,32,2,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,32,2,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,32,2,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,32,2,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,32,2,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,32,2,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,32,2,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,32,2,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,32,2,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,32,2,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,32,2,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,32,2,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,32,2,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,32,2,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,32,2,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,32,2,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,64,1,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,64,1,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,64,1,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,64,1,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,64,1,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,64,1,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,64,1,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,64,1,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,64,1,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,64,1,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,64,1,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,64,1,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,64,1,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,64,1,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,64,1,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,64,1,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,64,2,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,64,2,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,64,2,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,64,2,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,64,2,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,64,2,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,64,2,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,64,2,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,64,2,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,64,2,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,64,2,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,64,2,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,tanh,64,2,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,tanh,64,2,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,tanh,64,2,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,tanh,64,2,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,32,1,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,32,2,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,64,1,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,100,sigmoid,64,2,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,200,relu,32,1,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,200,relu,32,1,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,200,relu,32,1,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,200,relu,32,1,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,200,relu,32,1,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,200,relu,32,1,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,200,relu,32,1,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,200,relu,32,1,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,200,relu,32,1,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,200,relu,32,1,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,200,relu,32,1,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,200,relu,32,1,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,200,relu,32,1,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,200,relu,32,1,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,200,relu,32,1,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,200,relu,32,1,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,200,relu,32,2,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,200,relu,32,2,rmse,mse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,200,relu,32,2,rmse,mse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,200,relu,32,2,rmse,mse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,200,relu,32,2,rmse,mse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,200,relu,32,2,rmse,mse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,200,relu,32,2,rmse,mse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,200,relu,32,2,rmse,mse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,200,relu,32,2,rmse,rmse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,200,relu,32,2,rmse,rmse,0.001,2,0,CNN,3,1,1
SGD,glorot_normal,128,200,relu,32,2,rmse,rmse,0.001,2,0,CNN,3,3,0
SGD,glorot_normal,128,200,relu,32,2,rmse,rmse,0.001,2,0,CNN,3,3,1
SGD,glorot_normal,128,200,relu,32,2,rmse,rmse,0.005,2,0,CNN,3,1,0
SGD,glorot_normal,128,200,relu,32,2,rmse,rmse,0.005,2,0,CNN,3,1,1
SGD,glorot_normal,128,200,relu,32,2,rmse,rmse,0.005,2,0,CNN,3,3,0
SGD,glorot_normal,128,200,relu,32,2,rmse,rmse,0.005,2,0,CNN,3,3,1
SGD,glorot_normal,128,200,relu,64,1,rmse,mse,0.001,2,0,CNN,3,1,0
SGD,glorot_normal,128,200,relu,64,1,rmse,mse,0.001,2,0,CNN,3,1,1
